SiteID,SiteName,Project,TYPE,MGMT2,Stream,Drain_Density,Ave_Ann_CWD,Ave_Annual_Precip,Ave_Basin_Elev,MTBS_mod_sev_km2,MTBS_high_sev_km2,Harv_Intensity_High,Harv_Intensit_Med,Harv_Intensit_L,RoadLength_Km,RoadDens_km2,ShedAreakm2,PCT_HIGH_harv_int,PCT_MOD_harv_int,PCT_MTBS_mod,PCT_MTBS_high,Pct_NFS,MeanBF,MeanBankAn,MeanWDTran,MeanStab,Mgmt,MeanGrad,MeanPoolDp,MeanPoolFr,MeanD50,MeanPoolPc,MeanPTFine,MeanLWFrq,MeanUnCutP,,,,
284,059-09-IK,CRB,IK,M,Gird,0.98,363.11,787.85,2089.39,1.73,5.36,1.28,0.00,0.58,21.89,1.49,14.67,8.70,0.01,11.80,36.53,99.93,3.48,76.33,8.40,98.35,Managed,6.22,0.27,57.50,0.04,29.66,40.18,642.76,63.87,,,,
285,059-10-I,CRB,I,R,Kootenai,1.21,326.42,1192.14,2019.28,5.82,5.71,0.00,0.02,0.00,0.05,0.00,72.88,0.00,0.03,7.98,7.84,100.00,12.17,114.50,16.59,98.81,Reference,2.20,0.49,20.02,0.15,21.07,0.37,183.39,23.75,,,,
286,059-17-I,CRB,I,R,Mill,0.82,333.29,1418.12,2073.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.43,0.00,0.00,0.00,0.00,100.00,11.49,80.50,14.97,95.83,Reference,0.36,0.85,24.36,0.01,72.78,24.56,1904.28,60.73,,,,
287,060-01-IK,CRB,IK,M,E.F. Lolo,2.17,394.01,1190.65,1710.80,0.20,0.12,2.85,3.14,0.00,98.11,1.19,82.56,3.45,3.80,0.24,0.14,99.94,7.84,102.75,16.49,99.38,Managed,1.05,0.42,27.88,0.06,46.66,14.18,123.97,39.59,,,,
288,060-03-I,CRB,I,M,North,2.95,360.95,1368.90,1787.19,0.00,0.00,0.20,0.01,0.00,2.43,0.16,14.89,1.33,0.04,0.00,0.00,100.00,6.04,78.50,13.66,97.07,Managed,2.61,0.30,68.40,0.02,49.00,36.31,1038.92,62.67,,,,
289,060-06-I,CRB,I,M,Rattlesnake,0.87,320.82,1226.14,2018.75,0.00,0.00,0.00,0.00,0.00,12.42,0.20,61.72,0.00,0.00,0.00,0.00,99.88,11.18,118.33,19.64,97.10,Managed,1.99,0.38,23.82,0.18,30.43,1.22,160.76,25.53,,,,
290,060-08-I,CRB,I,M,O'Brien,1.52,425.93,777.43,1521.43,0.00,0.00,1.67,7.11,0.21,73.09,1.52,48.22,3.46,14.75,0.00,0.00,87.33,4.15,103.00,13.02,96.37,Managed,2.41,0.24,54.14,0.04,29.63,18.64,156.98,39.28,,,,
291,060-10-I,CRB,I,M,Cloudburst,1.29,391.83,966.20,1638.71,0.00,0.00,0.90,0.03,0.05,10.70,0.62,17.31,5.18,0.17,0.00,0.00,100.00,3.32,87.33,10.01,91.88,Managed,3.53,0.18,26.25,0.06,11.19,13.87,224.88,53.02,,,,
292,060-14-I,CRB,I,R,S.F. Lolo,0.83,300.59,1616.07,2071.77,5.56,4.88,0.00,0.00,0.00,0.00,0.00,30.39,0.00,0.00,18.29,16.06,99.99,11.58,84.50,16.24,94.84,Reference,0.62,0.76,31.63,0.01,60.20,39.78,1266.35,58.02,,,,
293,060-21-I,CRB,I,R,Spring Gulch,1.49,440.61,753.48,1555.97,0.00,0.00,0.00,0.26,0.00,0.00,0.00,13.41,0.00,1.98,0.00,0.00,100.00,2.44,96.33,8.26,95.42,Reference,3.23,0.20,105.68,0.02,37.72,17.25,194.58,42.02,,,,
294,061-01-I,CRB,I,M,Butler,0.90,384.76,783.43,1654.58,0.00,0.00,1.76,5.92,0.68,40.84,1.17,35.89,4.89,16.50,0.00,0.00,93.31,7.71,108.00,24.90,97.24,Managed,2.17,0.34,46.70,0.04,40.32,9.07,139.43,33.33,,,,
295,061-04-I,CRB,I,M,Albert,1.49,384.62,910.15,1620.78,0.00,0.00,0.00,0.61,0.00,16.29,0.68,23.91,0.00,2.54,0.00,0.00,90.50,4.00,102.50,13.83,99.45,Managed,1.39,0.29,73.76,0.03,54.69,11.57,148.71,40.32,,,,
296,061-05-I,CRB,I,M,Beecher,1.12,392.92,844.89,1564.60,0.00,0.00,1.23,1.17,0.57,19.23,1.49,12.95,9.47,9.05,0.00,0.00,99.53,3.99,107.25,12.66,97.56,Managed,2.80,0.29,71.85,0.04,44.66,11.45,499.52,33.61,,,,
297,061-06-I,CRB,I,M,Sheridan,1.05,370.90,949.81,1618.82,0.00,0.00,0.74,10.34,2.93,24.45,2.45,9.97,7.43,103.67,0.00,0.00,100.00,2.74,107.25,10.66,99.41,Managed,4.22,0.21,61.03,0.04,20.21,10.85,197.84,31.62,,,,
298,061-07-I,CRB,I,M,McCormick,0.88,379.83,777.19,1644.34,0.00,0.00,1.70,2.67,1.22,75.70,2.19,35.14,4.84,7.60,0.00,0.00,97.26,5.67,133.75,18.95,100.00,Managed,2.60,0.25,21.48,0.07,10.28,3.91,82.57,10.56,,,,
299,061-08-I,CRB,I,M,S.F. Petty,1.49,409.22,829.99,1554.81,0.00,0.00,1.20,0.00,0.00,13.85,0.58,23.76,5.05,0.00,0.00,0.00,100.00,5.28,123.75,22.37,99.41,Managed,1.55,0.27,63.33,0.03,46.11,6.65,172.96,18.54,,,,
300,061-12-I,CRB,I,M,Ninemile,1.23,335.37,1107.19,1652.20,0.00,0.00,5.97,0.01,3.47,42.68,1.86,22.88,26.10,0.04,0.00,0.00,100.00,5.33,116.67,15.55,97.46,Managed,1.51,0.36,59.88,0.05,55.44,9.82,284.81,25.60,,,,
301,062-04-I,CRB,I,M,Burdette,2.42,396.40,969.83,1588.22,0.00,0.00,0.00,0.00,0.00,3.55,0.08,45.65,0.00,0.00,0.00,0.00,99.99,4.02,111.25,17.04,98.37,Managed,1.20,0.36,59.58,0.03,53.43,20.47,129.74,32.00,,,,
302,062-10-IS,CRB,IS,R,N.F. Fish,1.37,338.33,1692.10,1728.30,0.73,0.18,0.00,0.00,0.00,0.00,0.00,60.65,0.00,0.00,1.20,0.29,100.00,11.30,119.33,33.38,95.13,Reference,1.57,0.34,22.78,0.08,28.05,5.09,330.40,27.45,,,,
303,062-11-I,CRB,I,R,W.F. Fish,1.04,340.00,1624.64,1759.76,0.94,1.87,0.00,0.00,0.00,0.00,0.00,59.61,0.00,0.00,1.58,3.14,100.00,15.07,105.75,29.63,99.41,Reference,1.35,0.71,11.99,0.08,22.09,7.70,783.81,38.17,,,,
304,063-03-I,CRB,I,M,Slowey,2.97,374.29,920.94,1459.51,0.00,0.00,1.46,1.90,0.43,11.10,1.38,8.06,18.13,23.55,0.00,0.00,99.63,2.20,94.00,9.68,93.65,Managed,3.74,0.16,95.05,0.01,23.97,62.91,187.52,50.28,,,,
305,063-02-I,CRB,I,M,Savenac,3.08,347.95,937.65,1434.69,0.00,0.00,0.71,0.84,0.79,12.74,0.34,37.90,1.88,2.23,0.00,0.00,91.88,5.53,107.00,12.90,97.90,Managed,1.11,0.50,36.24,0.06,47.98,13.51,87.81,38.78,,,,
306,063-09-I,CRB,I,M,Twelvemile,5.01,356.84,955.99,1424.09,0.00,0.00,7.69,6.08,4.32,123.24,1.19,103.15,7.46,5.90,0.00,0.00,100.00,8.93,119.25,17.10,98.80,Managed,1.15,0.48,27.72,0.07,45.79,4.37,144.99,31.66,,,,
307,063-11-I,CRB,I,M,Little Joe,4.23,343.56,1156.74,1494.78,0.00,0.00,9.86,6.81,5.15,133.27,1.23,107.92,9.14,6.31,0.00,0.00,100.00,10.25,119.00,27.05,96.54,Managed,1.19,0.48,22.56,0.06,42.33,7.92,282.86,29.39,,,,
308,063-12-I,CRB,I,M,St. Regis,2.37,303.54,1256.72,1531.35,0.00,0.00,2.64,0.12,0.26,51.98,1.09,47.88,5.52,0.26,0.00,0.00,95.94,11.99,105.25,32.77,96.92,Managed,1.24,0.37,18.49,0.06,29.70,6.52,203.76,37.44,,,,
309,063-15-I,CRB,I,M,Big,2.99,337.57,1115.82,1442.12,0.00,0.00,5.59,3.05,4.92,144.36,1.47,98.10,5.70,3.11,0.00,0.00,94.85,20.43,131.75,52.10,88.26,Managed,1.00,0.58,18.88,0.06,38.08,5.67,231.34,15.75,,,,
310,063-19-I,CRB,I,M,E.F. Packer,3.35,368.44,956.18,1376.80,0.00,0.00,0.42,0.42,0.00,9.33,1.06,8.81,4.71,4.71,0.00,0.00,92.98,3.90,102.25,10.15,88.90,Managed,1.33,0.29,84.61,0.02,66.42,25.66,246.77,40.38,,,,
311,064-01-I,CRB,I,M,Bird,1.54,367.16,1171.90,1294.92,0.00,0.00,1.38,7.31,1.75,44.47,2.01,22.13,6.25,33.04,0.00,0.00,100.00,7.21,112.50,21.65,100.00,Managed,1.93,0.39,35.35,0.04,33.77,22.25,357.01,33.22,,,,
312,064-02-I,CRB,I,M,Red Ives,1.91,331.88,1361.09,1624.67,0.00,0.00,0.00,0.46,0.49,17.37,0.55,31.39,0.00,1.48,0.00,0.00,100.00,6.93,122.50,17.27,97.84,Managed,2.21,0.53,24.31,0.10,24.38,2.04,103.52,20.69,,,,
313,064-04-I,CRB,I,M,Simmons,1.61,329.35,1311.85,1615.34,0.00,0.00,3.22,3.98,2.78,92.85,0.94,99.24,3.24,4.01,0.00,0.00,100.00,12.77,122.50,27.45,99.42,Managed,1.90,0.43,17.86,0.17,25.58,2.24,132.72,20.23,,,,
314,064-05-I,CRB,I,M,St. Joe,1.30,314.74,1635.53,1789.17,0.00,0.00,0.00,0.00,0.71,17.53,0.39,45.16,0.00,0.00,0.00,0.00,100.00,10.85,115.75,19.73,94.38,Managed,1.18,0.31,14.41,0.09,28.32,1.99,170.37,25.61,,,,
315,064-06-I,CRB,I,R,Mosquito,2.01,324.24,1254.85,1551.96,0.30,0.06,0.00,0.00,0.00,5.61,0.21,26.97,0.00,0.00,1.13,0.21,98.86,7.10,129.00,21.79,95.38,Reference,1.69,0.31,44.33,0.08,44.61,6.97,35.99,17.30,,,,
316,064-08-I,CRB,I,M,Heller,1.59,318.20,1382.24,1732.19,0.00,0.00,0.00,0.00,5.59,4.39,0.26,17.00,0.00,0.00,0.00,0.00,100.00,6.19,131.75,21.79,98.18,Managed,1.75,0.30,31.15,0.08,28.26,4.76,85.66,13.06,,,,
317,064-10-I,CRB,I,M,Bean,1.35,323.41,1453.39,1693.11,0.00,0.00,0.00,0.00,0.00,2.49,0.08,32.63,0.00,0.00,0.00,0.00,100.00,8.79,106.75,16.56,98.81,Managed,2.29,0.47,29.07,0.11,24.21,2.27,102.72,33.04,,,,
318,064-13-I,CRB,I,M,Beaver,2.33,354.11,1265.82,1466.71,0.00,0.00,0.00,0.00,0.13,17.34,0.52,33.07,0.00,0.00,0.00,0.00,100.00,6.97,103.00,16.14,95.73,Managed,1.59,0.26,53.45,0.05,44.45,36.42,132.23,38.70,,,,
319,066-03-I,CRB,I,M,Hume,0.91,373.86,932.05,1008.07,0.00,0.00,0.55,0.94,0.35,8.92,1.69,5.27,10.44,17.86,0.00,0.00,94.21,2.37,105.00,8.09,98.81,Managed,0.55,0.21,104.84,0.00,67.37,56.42,121.58,32.14,,,,
322,066-17-I,CRB,I,M,Falls,0.67,338.10,1213.20,1118.27,0.00,0.00,0.00,0.00,0.00,1.87,0.27,20.05,0.00,0.00,0.00,0.00,34.32,8.70,112.75,18.55,97.05,Managed,1.46,0.47,20.76,0.08,29.65,6.74,64.65,29.12,,,,
323,067-01-I,CRB,I,M,N.F. Palouse,3.06,339.03,1148.06,1226.00,0.00,0.00,3.65,2.91,2.38,55.78,2.86,19.48,18.73,14.96,0.00,0.00,82.86,7.23,121.50,19.78,95.39,Managed,1.30,0.27,38.58,0.08,42.77,4.02,42.21,22.79,,,,
324,067-03-I,CRB,I,M,Potlatch,2.27,424.46,1007.71,980.62,0.00,0.00,1.99,2.20,1.96,22.68,1.41,21.06,9.46,10.43,0.00,0.00,74.74,3.64,77.75,5.69,95.97,Managed,0.24,0.68,60.78,0.00,92.19,92.61,24.20,63.66,,,,
325,067-05-I,CRB,I,M,Little Boulder,4.65,421.56,942.38,969.88,0.00,0.00,0.38,2.26,0.07,16.49,1.70,10.61,3.56,21.27,0.00,0.00,91.35,3.70,107.25,9.30,97.03,Managed,0.82,0.24,101.88,0.00,54.64,73.05,241.85,32.43,,,,
326,067-12-I,CRB,I,M,Corral,5.94,422.85,919.78,963.47,0.00,0.00,2.45,3.27,1.00,29.42,1.67,18.92,12.95,17.26,0.00,0.00,93.20,4.96,114.25,16.83,96.90,Managed,0.40,0.55,43.17,0.01,80.13,22.97,20.36,28.17,,,,
327,067-16-I,CRB,I,M,Feather,2.44,406.81,1028.70,1044.99,0.00,0.00,0.22,0.94,0.22,8.02,0.58,13.76,1.63,6.82,0.00,0.00,77.99,2.95,82.75,5.40,96.77,Managed,0.56,0.26,77.39,0.00,60.62,97.73,147.95,54.83,,,,
329,068-07-I,CRB,I,M,Eldorado,2.90,440.42,1420.18,1321.39,0.00,0.00,0.32,0.01,0.21,7.05,0.44,16.14,2.01,0.04,0.00,0.00,100.00,5.13,86.75,9.51,97.50,Managed,0.32,0.58,62.79,0.00,79.53,96.54,721.25,57.43,,,,
341,070-02-I,CRB,I,M,Van Buren,6.63,345.01,1091.87,1916.55,3.15,1.53,0.09,0.30,0.00,14.09,0.66,21.41,0.42,1.40,14.73,7.16,100.00,6.87,109.00,16.97,96.22,Managed,0.92,0.42,31.01,0.03,45.18,15.58,174.22,33.58,,,,
344,070-06-I,CRB,I,M,Fish,0.45,399.26,840.99,1580.05,0.00,0.00,0.15,0.26,0.00,10.30,4.79,4.38,3.47,5.84,0.00,0.00,46.28,2.72,117.75,10.80,90.45,Managed,1.32,0.23,96.61,0.01,47.23,59.91,62.47,16.85,,,,
345,070-09-I,CRB,I,M,S.F. White Bird,1.16,400.46,911.04,1607.51,0.00,0.00,8.58,1.66,1.83,137.03,3.54,38.67,22.18,4.28,0.00,0.00,92.03,6.39,78.67,10.42,93.94,Managed,1.00,0.33,26.36,0.04,27.68,28.47,254.44,59.85,,,,
347,070-11-I,CRB,I,M,Rubie,8.54,380.32,1003.39,1788.39,0.00,0.00,5.30,0.15,1.43,41.62,1.68,24.72,21.45,0.61,0.00,0.00,99.17,6.02,96.25,14.64,93.13,Managed,2.16,0.34,48.33,0.04,42.50,13.31,610.86,44.29,,,,
348,070-12-I,CRB,I,M,Slate,2.82,301.00,1307.37,2136.28,1.23,0.58,0.00,0.00,0.00,4.54,0.28,16.06,0.00,0.00,7.64,3.59,100.00,7.88,101.00,16.98,99.38,Managed,0.54,0.47,47.73,0.02,58.13,16.33,687.83,44.09,,,,
351,070-19-I,CRB,I,M,Big Boulder,5.13,338.85,1172.90,1994.31,4.23,1.80,2.79,0.82,1.82,22.22,0.63,35.07,7.94,2.34,12.06,5.13,100.00,9.60,110.67,19.70,99.12,Managed,2.01,0.40,33.16,0.10,38.07,7.69,502.69,33.22,,,,
352,071-03-I,CRB,I,R,Foehl,1.55,348.57,1316.04,1448.91,4.95,3.33,0.03,0.00,0.50,16.51,0.25,66.60,0.04,0.00,7.43,5.00,100.00,13.40,113.50,21.13,98.78,Reference,2.30,0.55,21.62,0.14,39.54,1.19,307.59,23.86,,,,
353,071-04-I,CRB,I,M,Bechtel,2.73,408.55,994.18,1007.94,0.00,0.00,0.09,0.54,0.46,7.65,2.08,3.68,2.33,14.63,0.00,0.00,100.00,2.67,94.25,5.18,98.13,Managed,0.67,0.47,81.46,0.00,76.34,100.00,102.46,37.54,,,,
354,071-07-I,CRB,I,M,E.F. Emerald,4.69,389.08,1084.82,1068.23,0.00,0.00,8.69,9.27,8.05,115.07,2.57,45.64,19.04,20.31,0.00,0.00,92.16,7.75,123.75,18.65,95.73,Managed,0.51,0.47,33.22,0.05,55.34,10.02,155.25,16.80,,,,
355,071-08-I,CRB,I,M,Little N.F. Clearwater,0.53,318.28,1389.83,1545.31,0.83,1.08,0.86,0.65,0.68,36.34,1.52,55.68,1.54,1.17,1.48,1.93,42.98,15.48,106.25,28.27,99.34,Managed,2.13,0.34,12.82,0.12,28.90,0.33,94.98,37.65,,,,
356,072-07-IS,CRB,IS,M,Elk,2.91,381.83,1286.82,1271.73,0.00,0.00,0.94,0.18,0.63,35.96,1.90,20.34,4.62,0.86,0.00,0.00,93.32,4.89,72.92,7.15,97.57,Managed,0.24,0.57,61.20,0.00,87.88,81.63,318.89,70.58,,,,
357,072-10-I,CRB,I,M,Partridge,2.17,425.97,1087.29,1060.93,0.00,0.00,0.00,0.00,0.00,0.31,0.09,4.63,0.00,0.00,0.00,0.00,74.39,1.59,73.33,4.00,100.00,Managed,1.02,0.19,142.76,0.01,53.13,73.02,51.93,66.50,,,,
358,073-01-I,CRB,I,R,Collins,2.35,377.21,1271.00,1379.09,3.91,4.15,0.00,0.00,0.00,4.59,0.05,91.89,0.00,0.00,4.26,4.51,100.00,15.38,128.67,22.91,96.92,Reference,2.12,0.79,18.64,0.12,35.46,4.31,215.24,17.06,,,,
359,073-02-I,CRB,I,M,French,2.29,404.25,1485.28,1388.15,0.00,0.00,4.02,0.38,2.24,40.16,2.41,19.12,21.01,1.97,0.00,0.00,87.35,7.09,91.25,17.06,93.52,Managed,1.37,0.35,55.95,0.04,58.40,17.21,469.42,45.80,,,,
360,073-07-I,CRB,I,R,Johnny,1.57,414.56,1421.65,1374.33,0.00,0.00,0.00,0.00,13.91,3.09,0.07,47.45,0.00,0.00,0.00,0.00,100.00,9.36,111.25,18.34,97.03,Reference,2.78,0.36,37.65,0.08,38.13,6.31,718.49,27.07,,,,
361,073-11-I,CRB,I,M,Tumble,2.27,393.09,1358.82,1362.89,0.00,0.00,1.02,1.03,1.40,26.74,2.86,9.36,10.94,10.98,0.00,0.00,100.00,3.79,82.33,8.52,96.83,Managed,1.83,0.22,123.88,0.02,70.39,44.73,588.14,58.95,,,,
362,073-12-I,CRB,I,R,Hemlock,1.71,377.59,1706.58,1553.06,1.93,1.70,0.03,0.00,0.00,6.52,0.47,13.85,0.25,0.00,13.97,12.25,100.00,5.45,105.25,11.22,91.55,Reference,2.72,0.24,68.75,0.11,39.13,5.29,14.23,34.67,,,,
363,073-14-I,CRB,I,M,Skull,2.00,385.70,1256.98,1376.26,2.23,0.73,0.77,1.11,0.40,36.07,0.35,101.73,0.76,1.10,2.19,0.72,100.00,16.08,108.33,28.48,89.68,Managed,1.56,0.55,16.97,0.07,37.60,3.53,522.33,32.56,,,,
364,073-20-I,CRB,I,M,Quartz,1.84,382.05,1420.27,1426.63,1.38,0.48,1.85,0.19,1.55,99.05,1.04,95.37,1.94,0.20,1.44,0.50,100.00,17.35,106.50,32.31,82.61,Managed,1.01,0.60,18.62,0.08,48.39,3.22,326.34,32.83,,,,
365,074-01-I,CRB,I,M,Long,1.32,343.91,1638.03,1693.98,0.00,0.00,0.00,0.00,0.00,15.75,0.36,43.28,0.00,0.00,0.00,0.00,100.00,10.48,106.75,21.59,95.83,Managed,1.28,0.35,13.44,0.11,22.24,5.16,23.22,34.90,,,,
366,074-02-I,CRB,I,R,Little Moose,2.70,392.96,1413.01,1539.74,2.25,3.02,0.00,0.00,43.81,0.00,0.00,50.79,0.00,0.00,4.44,5.95,100.00,9.28,111.50,19.08,98.81,Reference,2.21,0.36,32.91,0.11,36.51,6.70,332.07,32.14,,,,
367,074-03-I,CRB,I,R,M.F. Kelly,0.91,351.74,1645.63,1784.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.01,0.00,0.00,0.00,0.00,100.00,10.57,128.00,23.82,99.43,Reference,2.32,0.26,8.98,0.12,6.72,0.56,30.48,14.68,,,,
368,074-04-I,CRB,I,M,Osier,3.10,425.86,1256.61,1376.25,0.00,0.00,7.05,3.12,2.12,128.75,3.25,39.64,17.77,7.87,0.00,0.00,98.61,6.90,109.75,18.01,90.64,Managed,1.19,0.36,28.05,0.05,39.53,6.91,123.94,32.55,,,,
369,074-06-I,CRB,I,M,Meadow,1.49,347.31,1530.10,1646.50,0.00,0.00,0.58,0.04,0.02,20.08,0.31,65.57,0.89,0.06,0.00,0.00,100.00,15.31,131.00,29.41,97.50,Managed,1.50,0.77,10.01,0.13,26.92,5.17,59.40,14.91,,,,
370,074-11-I,CRB,I,R,Vanderbilt Gulch,1.13,356.35,1420.12,1611.26,0.00,0.00,0.00,0.00,0.00,6.18,0.15,40.12,0.00,0.00,0.00,0.00,100.00,11.33,113.25,24.01,97.16,Reference,2.04,0.29,14.16,0.12,12.79,1.47,147.79,22.99,,,,
371,074-13-I,CRB,I,R,S.F. Kelly,0.96,330.35,1769.43,1836.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.80,0.00,0.00,0.00,0.00,100.00,9.16,128.25,24.03,97.73,Reference,2.64,0.25,21.44,0.10,15.15,1.57,30.63,18.54,,,,
372,074-14-I,CRB,I,M,Swamp,2.48,393.78,1386.27,1523.94,0.40,0.91,1.18,0.02,6.14,10.34,0.26,39.10,3.02,0.05,1.01,2.32,100.00,6.78,113.33,15.71,96.21,Managed,1.85,0.31,27.66,0.08,37.45,1.95,259.87,24.34,,,,
373,076-03-I,CRB,I,M,Hoodoo,1.22,370.30,1248.45,1900.67,4.46,3.28,0.00,0.00,0.00,5.10,0.32,15.72,0.00,0.00,28.39,20.86,100.00,6.22,99.25,16.96,91.49,Managed,0.50,0.38,63.10,0.03,81.47,12.85,116.60,40.68,,,,
375,076-08-IS,CRB,IS,R,White Sands,0.76,336.34,1413.17,2009.49,1.75,1.53,0.00,0.00,0.00,0.00,0.00,48.03,0.00,0.00,3.65,3.18,100.00,11.21,90.10,23.59,97.94,Reference,0.93,0.47,21.11,0.09,30.92,6.29,459.59,49.31,,,,
376,076-12-I,CRB,I,M,Crooked Fork,1.11,341.30,1687.06,1890.97,2.93,3.30,0.06,0.08,0.00,2.83,0.05,51.67,0.11,0.15,5.67,6.38,100.00,11.29,103.75,26.49,97.03,Managed,1.56,0.18,8.32,0.09,6.41,2.35,295.74,34.18,,,,
377,076-14-I,CRB,I,M,Swamp,1.10,354.00,1254.48,1942.94,0.96,0.34,0.00,0.00,0.00,0.25,0.01,23.48,0.00,0.00,4.11,1.44,100.00,7.82,90.25,16.16,97.03,Managed,1.55,0.37,51.10,0.05,58.11,13.64,632.28,52.67,,,,
378,077-06-IS,CRB,IS,M,Papoose,1.15,421.93,1155.62,1531.12,0.00,0.00,2.36,0.40,1.68,88.20,1.68,52.58,4.49,0.76,0.00,0.00,78.29,12.60,113.40,31.26,99.29,Managed,1.60,0.43,28.82,0.07,34.76,8.77,488.36,30.67,,,,
379,078-01-I,CRB,I,M,Big Smith,1.25,523.11,947.65,964.26,0.05,0.01,2.80,3.94,1.64,39.11,3.20,12.27,22.81,32.16,0.38,0.12,99.55,4.19,103.25,16.61,97.50,Managed,3.89,0.15,98.57,0.04,35.58,37.38,178.96,38.58,,,,
380,078-02-I,CRB,I,M,Goddard,1.18,468.38,1187.00,1208.55,0.00,0.00,4.00,0.71,2.88,37.56,1.00,37.55,10.65,1.89,0.00,0.00,100.00,7.59,107.67,19.07,98.48,Managed,3.10,0.29,39.85,0.04,26.89,25.71,408.97,29.72,,,,
381,078-05-I,CRB,I,R,Fish,1.46,447.06,1245.97,1301.83,0.00,0.00,0.56,0.00,0.03,32.96,0.36,91.98,0.61,0.00,0.00,0.00,100.00,11.99,111.75,27.66,98.09,Reference,1.17,0.39,25.86,0.11,34.84,17.05,182.47,28.73,,,,
382,078-11-I,CRB,I,M,Hungery,1.36,413.10,1437.71,1458.56,9.26,9.32,0.00,0.00,5.14,19.28,0.21,91.86,0.00,0.00,10.08,10.14,100.00,13.93,130.00,30.78,95.24,Managed,2.05,0.69,16.90,0.18,37.94,1.58,154.90,16.60,,,,
383,078-12-I,CRB,I,M,Pete King,1.37,484.99,1087.53,1107.16,0.01,0.01,5.32,7.35,6.84,115.09,1.89,60.95,8.73,12.06,0.01,0.01,99.99,8.74,117.00,23.20,98.92,Managed,1.23,0.30,41.31,0.03,55.15,37.07,183.42,28.90,,,,
384,078-14-I,CRB,I,R,Bimerick,1.44,427.35,1176.94,1472.82,0.00,0.00,0.00,0.00,0.00,1.73,0.34,5.10,0.00,0.00,0.00,0.00,100.00,1.83,71.67,3.54,96.83,Reference,1.07,0.46,139.38,0.00,91.90,68.65,81.69,67.13,,,,
385,078-15-I,CRB,I,M,Trib of Deadman,1.93,447.68,1202.88,1362.46,0.00,0.00,0.23,0.09,0.22,2.79,0.43,6.44,3.64,1.45,0.00,0.00,100.00,3.27,95.67,8.62,91.82,Managed,1.26,0.27,111.62,0.00,74.30,46.59,496.21,42.78,,,,
386,078-18-I,CRB,I,M,Canyon,0.80,433.59,1384.10,1412.37,0.00,0.00,1.09,0.07,0.81,9.93,2.38,4.18,25.97,1.71,0.00,0.00,100.00,3.00,77.50,5.23,93.93,Managed,0.89,0.52,128.06,0.00,90.56,87.10,437.82,62.18,,,,
387,080-01-I,CRB,I,M,Fivemile,3.62,413.35,1081.28,1676.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,100.00,1.76,94.75,6.80,100.00,Managed,1.60,0.18,166.99,0.01,48.54,75.71,150.65,44.11,,,,
388,080-02-I,CRB,I,R,Ballinger,1.31,424.91,1020.24,1646.11,0.39,0.22,0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00,30.74,17.30,100.00,1.84,77.67,5.40,99.21,Reference,1.58,0.32,150.14,0.00,81.91,53.11,237.96,63.00,,,,
389,080-06-I,CRB,I,R,E.F. Horse,1.49,417.13,1031.32,1580.35,0.00,0.00,0.00,0.00,0.00,0.40,0.03,14.82,0.00,0.00,0.00,0.00,100.00,4.77,100.40,13.99,99.55,Reference,1.84,0.23,82.57,0.02,44.86,32.07,469.78,37.42,,,,
390,080-07-I,CRB,I,R,Buck Lake,1.26,396.57,1052.84,1735.92,4.78,2.47,0.00,0.00,0.00,0.00,0.00,83.91,0.00,0.00,5.69,2.95,100.00,12.77,121.00,25.58,99.41,Reference,2.37,0.32,24.36,0.17,22.89,1.84,261.74,21.55,,,,
391,080-12-I,CRB,I,M,Three Prong,1.38,388.34,1081.09,1866.76,2.38,2.31,0.00,0.00,0.00,21.05,0.69,30.42,0.00,0.00,7.83,7.60,100.00,7.17,121.00,19.55,99.21,Managed,1.62,0.27,25.40,0.07,21.90,5.19,157.86,20.64,,,,
392,080-13-I,CRB,I,M,Meadow,1.20,388.54,1123.79,1903.23,2.50,7.69,0.92,1.16,0.26,20.06,0.24,84.83,1.08,1.36,2.94,9.06,100.00,12.01,109.33,25.41,98.05,Managed,0.77,0.34,11.60,0.09,32.30,5.32,58.66,35.35,,,,
393,081-01-IK,CRB,IK,M,American,2.17,414.05,874.84,1537.58,0.00,0.00,0.26,1.30,0.00,9.87,1.30,7.60,3.36,17.05,0.00,0.00,100.00,3.60,92.75,12.32,99.34,Managed,1.63,0.21,100.75,0.01,44.72,48.71,430.87,46.50,,,,
395,081-08-I,CRB,I,R,Moores Lake,0.91,317.60,1217.77,2050.35,0.00,0.00,0.00,0.00,0.00,0.34,0.03,11.05,0.00,0.00,0.00,0.00,97.82,5.63,92.75,13.31,97.73,Reference,0.79,0.39,57.01,0.03,60.09,9.01,665.25,50.57,,,,
398,082-04-I,CRB,I,M,Newsome,2.38,438.71,949.21,1462.34,0.02,0.11,0.14,0.12,0.05,121.53,1.92,63.23,0.23,0.20,0.03,0.17,100.00,8.17,107.25,22.74,99.47,Managed,0.51,0.32,41.38,0.04,52.43,20.80,224.85,29.67,,,,
