site_id,AUG_ET_2000-2015_CPG_all,awc_int_100_CPG_all,BaseflowIndex_CPG_all,clay_100_CPG_all,dwta_CPG_all,fac_taudem_17all_int,hydrogrpA_100_CPG_all,hydrogrpB_100_CPG_all,hydrogrpC_100_CPG_all,hydrogrpD_100_CPG_all,impermeable_100_CPG_all,JUL_ET_2000-2015_CPG_all,nlcd_2011_Forest_100_CPG_all,nlcd_2011_Wetlands_100_CPG_all,permeable_100_CPG_all,sand_100_CPG_all,SEP_ET_2000-2015_CPG_all,silt_100_CPG_all,slope_percent_int_CPG_all,streamslope_percent_int_CPG_all,SWE_AVG_0301_CPG_all,SWE_AVG_0401_CPG_all,SWE_AVG_0501_CPG_all,SWE_AVG_0601_CPG_all,SWE_AVG_0701_CPG_all,SWE_AVG_0801_CPG_all,TWI_100_int_CPG_all,US_Precip_1981-2010_CPG_all,US_TMAX_1981-2010_int_CPG_all,site_name,project,type,mgmt2,stream,drain_dens,ave_ann_cw,ave_annual,ave_basin_,mtbs_mod_s,mtbs_high_,harv_inten,harv_int_1,harv_int_2,road_lengt,road_dens_,shed_areak,pct_high_h,pct_mod_ha,pct_mtbs_m,pct_mtbs_h,pct_nfs,mean_bf,mean_bank_,mean_wd_tr,mean_stab,mgmt,mean_grad,mean_pool_,mean_pool1,mean_d50,mean_poo_1,mean_pt_fi,mean_lw_fr,mean_un_cu,precip_cut,shed_cut,spatial_cl,normalize_,all_harves,higher_tha,residuals,MAP_UNIT_N,MAP_UNIT_D,MAP_UNIT_S,all_fire,utm1,utm2
201,99,8,73,910,201,36080,0,28,0,72,99,126,85,0,0,4700,37,4311,36,15,522,589,607,360,118,5,684,116935,853,046-12-I,CRB,I,M,Cedar,0.89,332.4,1192.38,1772.13,0,0,1.67,0,0,14.31,0.44,32.58,5.13,0,0,0,99.31,7.76,115.33,17.27,100,Managed,0.74,0.39,52.84,0.03,67.51,16.89,668.31,29.28,"(1.1e+03,1.35e+03]","(25.4,49.8]",4,6.50799241852,5.13,Low Harvest,-0.797089857999,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1341838.4684793635,2870002.3789182366
202,73,8,71,907,201,13912,0,0,0,100,100,112,51,0,0,4539,15,4476,48,30,835,1002,1063,719,260,23,675,172903,640,046-18-I,CRB,I,R,Lion,1.63,249.61,1765.37,2150.2,0,0,0,0,0,0,0,12.33,0,0,0,0,100,8.21,104.25,22.04,98.09,Reference,1.86,0.34,41.94,0.06,39.47,8.28,500.03,38.55,"(1.61e+03,1.87e+03]","[1.11,25.4]",4,4.65058316387,0,Low Harvest,-0.239322343527,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1324091.5404677144,2866740.9512114762
204,118,9,76,1350,201,10888,0,100,0,0,68,142,98,0,32,5740,51,2910,32,20,398,420,298,65,2,0,685,87525,1093,047-06-I,CRB,I,M,Colt,1.29,410.78,932.04,1533.06,0,0,0.73,0.2,0.04,13.02,1.34,9.73,7.5,2.09,0,0,100,3.71,97.5,7.07,98,Managed,0.89,0.45,84.38,0,85.16,66.8,392.86,41,"(839,1.1e+03]","[1.11,25.4]",2,3.98051585769,9.59,Low Harvest,-0.230101797054,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1330320.0884306799,2827289.4463532455
206,98,9,76,1312,201,49486,0,100,0,0,52,125,83,0,48,5354,35,3335,39,26,485,535,418,114,13,0,680,113034,912,047-11-I,CRB,I,M,Clearwater,1.66,371.92,1100.02,1763.18,0,0,1.53,6.05,0.13,28.98,0.66,43.94,3.48,13.77,0,0,99.04,10.01,105.25,26.82,92.72,Managed,1.54,0.48,39.33,0.05,53.22,11.24,88.89,37.82,"(1.1e+03,1.35e+03]","(25.4,49.8]",2,9.09983454846,17.25,Low Harvest,1.0288044248,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1329358.9640879945,2829092.106632858
1302,142,9,72,1890,198,9645,0,100,0,0,48,166,98,0,52,5204,73,2902,19,10,177,118,24,0,0,0,739,78479,1087,039-08-I,CRB,I,M,S.F. Abbot,1.22,437.06,787.18,1191.99,0,0,1.19,1.59,0.48,18.37,1.98,9.3,12.75,17.06,0,0,100,2.25,87.33,8.19,100,Managed,0.99,0.24,129.88,0.02,66.63,26.21,179.78,56.8,"[582,839]","[1.11,25.4]",4,2.85830432684,29.81,Low Harvest,-1.23657479964,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1338096.945171998,2946082.8050855114
1303,104,8,73,1006,201,41649,0,8,0,92,82,133,77,0,17,4790,36,4149,48,31,544,623,527,250,54,2,652,145224,835,039-09-I,CRB,I,M,Wounded Buck,1.4,304.52,1441.16,1639.66,0,0,0.53,0.13,0.07,11.34,0.31,37.08,1.42,0.35,0,0,100,12.19,105.67,38.08,100,Managed,2.45,0.43,22.19,0.1,30.63,8.01,533.11,41.12,"(1.35e+03,1.61e+03]","(25.4,49.8]",4,8.4584640151,1.77,Low Harvest,0.822091519054,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1337059.142669894,2934088.060265928
1304,76,8,72,1353,201,7916,0,31,0,69,100,101,62,0,0,4909,22,3713,44,29,193,176,62,0,0,0,673,88690,960,039-16-I,CRB,I,M,Langford,1.02,324.86,917.37,1449.52,0,0,0,0.18,0,4.56,0.66,6.87,0,2.58,0,0,100,6.64,101.33,15.51,99.12,Managed,1.16,0.56,89.39,0,83.84,54.04,294.56,44.47,"(839,1.1e+03]","[1.11,25.4]",4,7.23808278012,2.58,Low Harvest,3.91868679781,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1348470.7080704013,2975594.3489242974
1305,111,8,73,1085,201,26943,0,21,0,79,100,139,88,0,0,5083,41,3797,46,24,473,529,445,210,42,0,666,140968,812,039-14-I,CRB,I,M,Lost Johnny,1.41,284.58,1442.87,1696.49,0,0,0,0,0,16.48,0.68,24.23,0,0,0,0,100,7.8,103.67,18.03,99.17,Managed,3.24,0.31,21.83,0.13,14.74,11.02,304.92,42.95,"(1.35e+03,1.61e+03]","[1.11,25.4]",4,5.40589242274,0,Low Harvest,-1.14097351727,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1337759.6188058467,2938261.253539279
1306,72,8,72,1082,195,11644,0,6,0,94,100,101,78,0,0,4751,20,4123,45,25,237,245,151,19,0,0,652,101235,895,039-16-I,CRB,I,M,Elelehum,1.29,301.19,1009.89,1529.44,0,0,0.29,2.89,0,7.27,0.7,10.36,2.77,27.88,0,0,100,2.19,100.67,10.08,94.44,Managed,1.98,0.2,104.11,0.01,36.16,33.86,291.72,36.72,"(839,1.1e+03]","[1.11,25.4]",4,2.16855301072,30.65,High Harvest,-2.2027134088699998,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1354774.2926168083,2975691.9766013753
1310,109,8,71,1044,201,21707,0,13,0,87,60,134,93,0,39,4626,41,4262,44,26,505,543,418,156,22,0,672,143153,889,040-14-I,CRB,I,M,Bond,1.19,358.51,1412.86,1600.08,0,0,0.01,0.36,0,1.54,0.08,19.61,0.03,1.85,0,0,99.77,9.46,111.67,30.7,99.28,Managed,1.35,0.38,45.69,0.05,44.4,5.4,332.72,32.53,"(1.35e+03,1.61e+03]","[1.11,25.4]",4,6.69563863369,1.88,Low Harvest,0.690475745276,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1335376.3190839754,2894978.105120651
1788,75,8,68,815,201,50961,0,3,0,97,79,101,85,0,19,4440,21,4647,41,22,600,709,688,358,55,0,687,120269,828,041-02-I,CRB,I,M,Lake,1.11,314.61,1204.94,1788.72,0,0,0,0,0,0,0,45.99,0,0,0,0,98.71,10.18,113.67,23.93,97.5,Reference,1.32,0.45,33.04,0.05,49.42,12.33,557.69,27.6,"(1.1e+03,1.35e+03]","(25.4,49.8]",4,8.44855345494,0,Low Harvest,0.18788278444,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1294829.205904147,2908558.8137886696
1789,92,8,70,1024,201,25955,0,1,0,99,69,121,72,0,30,4712,28,4214,55,31,585,672,607,264,36,0,652,136980,815,041-03-I,CRB,I,R,Sheep,2.4,305.27,1381.27,1733.79,2.17,1.44,0,0,0,0,0,23.42,0,0,9.29,6.16,100,8.43,120,21.46,99.12,Reference,1.61,0.33,29.04,0.05,33.81,9.41,566.21,22.56,"(1.35e+03,1.61e+03]","[1.11,25.4]",4,6.10307905044,0,Low Harvest,-0.429602212264,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,15.45,-1310219.7651560633,2927369.241174665
1790,56,8,68,1029,201,36769,0,17,0,83,57,80,27,0,43,4622,13,4273,44,20,458,553,585,335,78,3,665,104715,705,041-05-I,CRB,I,R,Trail,1.39,264.11,1047.76,2062.27,0.55,0.02,0,0,0,0,0,33.24,0,0,1.64,0.06,99.71,7.35,119.33,19.58,98.39,Reference,1.48,0.28,28.26,0.04,50.14,14.86,265.31,22.64,"(839,1.1e+03]","(25.4,49.8]",4,7.01496525922,0,Low Harvest,-0.414350360831,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,1.7,-1272070.1057293087,2892271.6973028714
1791,66,8,68,1154,201,28120,0,1,0,99,73,90,77,0,27,4874,17,3949,54,31,609,705,708,433,123,9,621,116366,801,044-01-I,CRB,I,R,Helen,1.38,319.93,1167.89,1856.12,0.29,0.13,0,0,0,0,0,25.3,0,0,1.14,0.5,100,6.69,127.33,19.15,86.12,Reference,3.7,0.23,47.39,0.06,26.26,17.73,477.04,18.07,"(1.1e+03,1.35e+03]","[1.11,25.4]",4,5.72827920438,0,Low Harvest,-1.00211751651,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,1.64,-1304877.4218686258,2865124.210830771
1792,74,8,68,1037,201,53149,0,1,0,99,92,98,78,0,8,4710,21,4202,50,30,581,669,653,353,64,2,628,113164,827,044-04-I,CRB,I,R,Black Bear,1.46,328.34,1097.91,1824.73,6.22,9.65,0,0,0,0,0,47.68,0,0,13.04,20.24,100,10.05,140,20.54,91.23,Reference,2.28,0.23,15.53,0.09,23.04,15.3,88.47,5.43,"(1.1e+03,1.35e+03]","(25.4,49.8]",4,9.15375577233,0,Low Harvest,0.800677505658,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,33.28,-1305868.512611519,2869741.3727660063
1793,70,8,71,912,201,14676,0,14,0,86,100,97,81,0,0,4689,18,4329,46,27,807,979,1077,799,308,27,655,142696,760,044-06-I,CRB,I,R,Burnt,1.55,292.89,1446.28,2058.57,0,0,0,0,0,0,0,13.14,0,0,0,0,100,5.94,117,19.46,92.92,Reference,1.19,0.38,63.77,0.04,43.94,11.89,192.51,22.34,"(1.35e+03,1.61e+03]","[1.11,25.4]",2,4.10708853057,0,Low Harvest,-0.945737917236,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1308732.096783831,2843730.7910126266
1795,99,9,76,1411,189,30297,0,100,0,0,46,124,93,0,54,5591,36,2996,30,19,445,506,423,130,10,0,689,90862,1009,047-07-I,CRB,I,M,Camp,1.47,404.11,877.93,1684.82,1.21,0.32,1.79,0.54,0.45,58.05,2.15,26.96,6.64,2.02,4.48,1.18,100,5.31,109,15.27,96.54,Managed,2.36,0.28,56.88,0.04,39.6,12.15,469.21,31.41,"(839,1.1e+03]","(25.4,49.8]",2,6.04831820305,8.66,Low Harvest,-0.771926088097,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,5.66,-1327438.378831644,2820899.6199481036
2109,99,8,68,1281,190,12544,0,45,0,55,73,125,93,0,27,4724,37,3936,36,20,451,476,398,152,12,0,701,85814,931,043-02-I,CRB,I,M,Bent,0.95,397.65,809.73,1530.58,4.56,4.78,2.06,0.74,0.06,10.27,0.87,11.84,17.38,6.26,38.48,40.4,100,3.8,82,12.54,98.41,Managed,3,0.21,46.84,0.04,16.84,16.78,616.75,59.45,"[582,839]","[1.11,25.4]",4,4.69292233214,23.64,Low Harvest,-0.0202666355804,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,78.88,-1308118.7598939694,2893051.700917154
2124,90,8,70,949,201,30372,0,0,0,100,100,120,78,0,0,4597,28,4384,45,26,779,931,965,620,199,23,673,143790,776,043-14-I,CRB,I,M,Middle Fork,0.83,292.78,1437.28,1893.32,1,1.86,0.29,0,0,13.83,0.51,27.29,1.06,0,3.67,6.81,100,8.09,99,15.01,99.12,Managed,3.13,0.41,60.91,0.12,39.59,6.35,181.68,44.83,"(1.35e+03,1.61e+03]","(25.4,49.8]",4,5.62868752087,1.06,Low Harvest,-1.22270934258,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,10.48,-1319249.3094831137,2881686.9330550847
2213,76,8,67,1111,201,68903,0,14,0,86,100,99,89,0,0,4719,21,4116,41,26,605,728,794,520,146,16,669,137826,709,043-12-I,CRB,I,R,Spotted Bear,1.4,271.75,1370.08,2070.33,2.09,1.88,0,0,0,0,0,60.54,0,0,3.45,3.1,99.83,10.05,123.33,26.12,96.3,Reference,1.04,0.39,26.7,0.06,41.03,7.13,179.48,25.85,"(1.35e+03,1.61e+03]","(49.8,74.1]",4,7.33533808245,0,Low Harvest,-1.62919538985,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,6.55,-1284569.4329680908,2876524.1142461463
2257,66,8,67,978,201,38962,0,9,0,91,74,89,78,0,26,4637,15,4319,48,29,618,742,795,485,123,7,637,127890,708,043-01-I,CRB,I,R,Pentagon,1.49,282.36,1261.92,2003.66,0,0,0,0,0,0,0,35.03,0,0,0,0,100,6.83,114,14.49,95.83,Reference,2.19,0.54,5.2,0.08,6.61,6.45,161.02,25.41,"(1.1e+03,1.35e+03]","(25.4,49.8]",4,5.41238747306,0,Low Harvest,-2.1512346484,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1285440.50111096,2880722.3515936136
2276,77,8,70,913,201,57502,0,11,0,89,90,107,77,0,10,4477,20,4518,52,29,819,987,1056,757,298,37,652,135004,768,043-10-I,CRB,I,R,Stadium,1.37,283.98,1370.64,1952.98,0,0,0,0,0,0,0,51.72,0,0,0,0,100,11.8,103,19.27,97.15,Reference,1.96,0.62,15.27,0.08,23.49,9.3,388.16,42.82,"(1.35e+03,1.61e+03]","(49.8,74.1]",4,8.60911690889,0,Low Harvest,0.0477773057009,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,0,-1314149.6036827574,2871892.383271327
2296,64,8,74,1033,201,33872,0,0,0,100,100,93,69,0,0,4714,14,4204,46,26,662,783,780,413,81,1,676,134765,750,045-13-I,CRB,I,R,Marshall,0.98,296.12,1348.46,2105.91,5.66,13.41,0,0,0,0,0,30.22,0,0,18.72,44.36,100,8.89,101,14.84,99.24,Reference,1.77,0.37,47.92,0.06,53.23,13.47,1191.24,38.23,"(1.1e+03,1.35e+03]","(25.4,49.8]",2,6.59270575323,0,Low Harvest,-0.592711210767,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,63.08,-1308842.347418852,2822487.8554083137
2298,71,8,74,1063,201,77936,0,7,0,93,78,96,76,0,22,4703,21,4181,42,24,637,756,776,435,96,1,685,124650,804,045-04-I,CRB,I,R,Youngs,0.79,306.25,1238.57,2058.09,15.25,15.58,0,0,0,0,0,70.24,0,0,21.71,22.17,100,11.46,101.33,17.48,96.42,Reference,0.93,0.5,16.04,0.17,29.3,8.8,303.32,34.53,"(1.1e+03,1.35e+03]","(49.8,74.1]",2,9.25260582769,0,Low Harvest,-0.0924700431895,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,43.88,-1307695.1268220495,2821837.5867228736
2693,61,8,72,1006,201,13774,0,3,0,97,70,84,50,0,30,4656,18,4279,43,28,654,780,811,534,163,11,670,128022,794,045-06-I,CRB,I,R,Otter,1.13,290.32,1316.51,2053.96,1.26,1.49,0,0,0,0,0,11.91,0,0,10.57,12.48,100,7.2,110.67,20.23,99.12,Reference,0.67,0.4,26.97,0.02,30.2,39.61,633.77,23.99,"(1.1e+03,1.35e+03]","[1.11,25.4]",2,5.46900517277,0,Low Harvest,0.667842745819,Northern Rockies,"The landscape of this section includes high, steep, glaciated overthrust mountains with sharp alpine ridges. Rocks consist of metasedimentary and sedimentary formations with glacial deposits. Vegetation includes lodgepole pine, fir-spruce, larch, and mou",M333C,23.05,-1302989.396858198,2828205.7711173985
373,87,10,68,650,137,17190,0,100,0,0,99,115,98,1,0,5750,31,3600,19,11,700,861,860,476,75,0,745,124658,903,076-03-I,CRB,I,M,Hoodoo,1.22,370.3,1248.45,1900.67,4.46,3.28,0,0,0,5.1,0.32,15.72,0,0,28.39,20.86,100,6.22,99.25,16.96,91.49,Managed,0.5,0.38,63.1,0.03,81.47,12.85,116.6,40.68,"(1.1e+03,1.35e+03]","[1.11,25.4]",1,4.9821779006,0,Low Harvest,-0.456817922182,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,49.25,-1429646.6790789287,2735616.7678193673
375,63,9,67,612,138,53267,2,56,0,43,100,92,57,0,0,5923,16,3458,44,26,566,671,614,257,15,0,677,141924,845,076-08-IS,CRB,IS,R,White Sands,0.76,336.34,1413.17,2009.49,1.75,1.53,0,0,0,0,0,48.03,0,0,3.65,3.18,100,11.21,90.1,23.59,97.94,Reference,0.93,0.47,21.11,0.09,30.92,6.29,459.59,49.31,"(1.35e+03,1.61e+03]","(25.4,49.8]",1,7.93252050355,0,Low Harvest,-0.439285574333,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,6.83,-1416868.5957692028,2740084.019445752
377,84,10,68,560,107,25909,0,100,0,0,100,118,80,1,0,5769,29,3622,27,14,652,795,770,402,42,0,715,125357,868,076-14-I,CRB,I,M,Swamp,1.1,354,1254.48,1942.94,0.96,0.34,0,0,0,0.25,0.01,23.48,0,0,4.11,1.44,100,7.82,90.25,16.16,97.03,Managed,1.55,0.37,51.1,0.05,58.11,13.64,632.28,52.67,"(1.1e+03,1.35e+03]","[1.11,25.4]",1,6.23365856769,0,Low Harvest,-0.232695118682,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,5.55,-1427487.3344548529,2741251.462938774
379,165,11,66,582,65,13632,99,1,0,0,100,183,91,0,0,4726,95,4544,38,28,99,27,3,0,0,0,646,95010,1409,078-01-I,CRB,I,M,Big Smith,1.25,523.11,947.65,964.26,0.05,0.01,2.8,3.94,1.64,39.11,3.2,12.27,22.81,32.16,0.38,0.12,99.55,4.19,103.25,16.61,97.5,Managed,3.89,0.15,98.57,0.04,35.58,37.38,178.96,38.58,"(839,1.1e+03]","[1.11,25.4]",1,4.42146362054,54.97,High Harvest,-0.383071793735,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,0.5,-1515867.282065453,2732102.8813420814
380,166,12,66,644,201,41713,0,100,0,0,100,182,92,0,0,4790,99,4566,43,31,122,64,16,0,0,0,637,117423,1315,078-02-I,CRB,I,M,Goddard,1.18,468.38,1187,1208.55,0,0,4,0.71,2.88,37.56,1,37.55,10.65,1.89,0,0,100,7.59,107.67,19.07,98.48,Managed,3.1,0.29,39.85,0.04,26.89,25.71,408.97,29.72,"(1.1e+03,1.35e+03]","(25.4,49.8]",1,6.39427127211,12.54,Low Harvest,-1.27435380805,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,0,-1504202.1848518744,2723304.153784722
381,137,13,65,597,35,102260,6,94,0,0,100,157,91,0,0,5783,70,3563,30,17,443,427,257,46,0,0,667,124152,1206,078-05-I,CRB,I,R,Fish,1.46,447.06,1245.97,1301.83,0,0,0.56,0,0.03,32.96,0.36,91.98,0.61,0,0,0,100,11.99,111.75,27.66,98.09,Reference,1.17,0.39,25.86,0.11,34.84,17.05,182.47,28.73,"(1.1e+03,1.35e+03]","(74.1,98.5]",1,9.62302463141,0.61,Low Harvest,-0.412529424499,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,0,-1487588.7711104355,2748398.484761929
382,122,10,65,508,82,101962,28,72,0,0,100,142,89,0,0,6251,55,3161,36,24,610,674,558,196,14,0,654,142835,1103,078-11-I,CRB,I,M,Hungery,1.36,413.1,1437.71,1458.56,9.26,9.32,0,0,5.14,19.28,0.21,91.86,0,0,10.08,10.14,100,13.93,130,30.78,95.24,Managed,2.05,0.69,16.9,0.18,37.94,1.58,154.9,16.6,"(1.35e+03,1.61e+03]","(74.1,98.5]",1,9.68901934326,0,Low Harvest,-0.270312610906,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,20.22,-1486322.7560126935,2748687.1870376444
383,164,11,66,590,61,67715,85,15,0,0,100,179,91,0,0,4838,95,4436,38,25,172,85,22,0,0,0,640,108907,1329,078-12-I,CRB,I,M,Pete King,1.37,484.99,1087.53,1107.16,0.01,0.01,5.32,7.35,6.84,115.09,1.89,60.95,8.73,12.06,0.01,0.01,99.99,8.74,117,23.2,98.92,Managed,1.23,0.3,41.31,0.03,55.15,37.07,183.42,28.9,"(839,1.1e+03]","(49.8,74.1]",1,8.03655991099,20.79,Low Harvest,-0.872377308108,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,0.02,-1506653.4778187417,2732574.0897687543
384,128,13,65,600,24,5612,0,100,0,0,100,150,48,0,0,5630,58,3709,26,15,511,513,317,28,0,0,672,116990,1099,078-14-I,CRB,I,R,Bimerick,1.44,427.35,1176.94,1472.82,0,0,0,0,0,1.73,0.34,5.1,0,0,0,0,100,1.83,71.67,3.54,96.83,Reference,1.07,0.46,139.38,0,91.9,68.65,81.69,67.13,"(1.1e+03,1.35e+03]","[1.11,25.4]",1,1.55487960304,0,Low Harvest,-1.07452795074,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,0,-1491328.8939607942,2741429.9165503588
388,94,10,69,475,97,3411,0,100,0,0,100,125,98,0,0,5597,35,3836,21,15,541,569,458,147,3,0,703,106281,1004,080-02-I,CRB,I,R,Ballinger,1.31,424.91,1020.24,1646.11,0.39,0.22,0,0,0,0,0,1.26,0,0,30.74,17.3,100,1.84,77.67,5.4,99.21,Reference,1.58,0.32,150.14,0,81.91,53.11,237.96,63,"(839,1.1e+03]","[1.11,25.4]",1,1.80349721634,0,Low Harvest,2.75415992857,Idaho Batholith,"The batholith section is a large, contiguous uplifted area of granitic plutons characterized by large, mountain masses and basin areas. Soils formed in gruss, loess, and volcanic ash. Part of the section is deeply cut by the Idaho canyonlands. Mountain g",M332A,48.04,-1472429.1164333096,2718393.7594180433
